speaker,video_fn,video_link
jon,thedailyshow america-2--now-with-more-freedom---a-glenn-beck-holiday part 1-feca1f37-57d8-4e86-b631-ddc48971863e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:feca1f37-57d8-4e86-b631-ddc48971863e
jon,thedailyshow insider-house-rules part 1-8de67cad-a14a-4940-adc5-4aff1bda51c8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:8de67cad-a14a-4940-adc5-4aff1bda51c8
jon,thedailyshow the-red-tape-diaries---va-reform part 1-abb09ecf-4a1c-4791-bc40-3432e8d5e139.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:abb09ecf-4a1c-4791-bc40-3432e8d5e139
jon,thedailyshow the-silence-of-the-clarence part 1-70f369e8-40e8-488b-9433-f2fde3ba1cc3.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:70f369e8-40e8-488b-9433-f2fde3ba1cc3
jon,thedailyshow democalypse-2014---just-try-not-to-say-something-stupid-for-90-minutes part 1-b83a7393-765d-4f44-855d-295fb0561057.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b83a7393-765d-4f44-855d-295fb0561057
jon,thedailyshow bill-de-blasio---billionaire-flight part 1-83fa371e-fe95-4145-a344-42c43338d9d8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:83fa371e-fe95-4145-a344-42c43338d9d8
jon,thedailyshow american-hands-stand part 1-588571f2-9e04-40d8-9deb-59d2524563a7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:588571f2-9e04-40d8-9deb-59d2524563a7
jon,thedailyshow whose-line-is-it-anyway----boots-on-the-ground part 1-fcd2c84b-d21b-43a2-bcf6-e222e198cf30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fcd2c84b-d21b-43a2-bcf6-e222e198cf30
jon,thedailyshow may-11--2015---john-legend part 1-40fb44db-bfae-46e3-98c1-b5dfc74ee6ca.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:40fb44db-bfae-46e3-98c1-b5dfc74ee6ca
jon,thedailyshow moment-of-zen---field-trip-to-hooters part 1-8ca8e73e-9ee9-4bc8-b2e8-01ab86974dce.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:8ca8e73e-9ee9-4bc8-b2e8-01ab86974dce
jon,thedailyshow wish-you-were-him part 1-6b5c72bd-630b-4de1-8d77-c60a7a926251.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6b5c72bd-630b-4de1-8d77-c60a7a926251
jon,thedailyshow june-1--2015---stanley-mcchrystal part 2-c718c8eb-550a-446b-93d4-cbc444fdd40f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:c718c8eb-550a-446b-93d4-cbc444fdd40f
jon,thedailyshow pimp-my-right part 1-0310e11b-7be4-4c94-a3fe-942261c550af.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0310e11b-7be4-4c94-a3fe-942261c550af
jon,thedailyshow inauguration-2013---the-first-black-president-2---guns-and-god part 1-5729f5f6-769a-4e11-82e6-3340407304fa.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5729f5f6-769a-4e11-82e6-3340407304fa
jon,thedailyshow back-in-brown-with-aasif-mandvi part 1-c8d12407-5166-4572-9063-bda070efbddb.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:c8d12407-5166-4572-9063-bda070efbddb
jon,thedailyshow sean-of-the-fled part 1-e4d3c18f-df5c-43d4-b6e5-b44fa16f9c55.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e4d3c18f-df5c-43d4-b6e5-b44fa16f9c55
jon,thedailyshow friday-night-rights part 1-656ef372-c372-4369-8d33-eea6edc09b7a.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:656ef372-c372-4369-8d33-eea6edc09b7a
jon,thedailyshow faith-off part 1-df17fbaf-1e93-47db-b8dc-341b31635072.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:df17fbaf-1e93-47db-b8dc-341b31635072
jon,thedailyshow zero-dark-hurty part 1-e90abd0b-a280-4cba-93c8-0010ecaedd21.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e90abd0b-a280-4cba-93c8-0010ecaedd21
jon,thedailyshow the-empire-takes-back---tank-tricks part 1-008f5666-decf-4c12-9c80-858db5a164b4.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:008f5666-decf-4c12-9c80-858db5a164b4
jon,thedailyshow chatty-chatty-boom-boom---no-win-for-obama part 1-f2d1788c-b6a9-456a-a251-c2e55c7109d5.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f2d1788c-b6a9-456a-a251-c2e55c7109d5
jon,thedailyshow charlatan-s-web part 1-0c06fadd-50bc-4d0d-9d9e-737a3ec284f0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0c06fadd-50bc-4d0d-9d9e-737a3ec284f0
jon,thedailyshow strife-of-pie part 1-68865f47-ac80-4592-a1b6-00346a6d6e56.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:68865f47-ac80-4592-a1b6-00346a6d6e56
jon,thedailyshow true-defective--gm---ms--barra-goes-to-washington part 1-29d4b07d-481e-4abe-b586-4d11c36b2702.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:29d4b07d-481e-4abe-b586-4d11c36b2702
jon,thedailyshow s-s--puf-n-stuff part 1-e6d48230-2cb7-4641-a0df-10c1ae91ca56.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e6d48230-2cb7-4641-a0df-10c1ae91ca56
jon,thedailyshow the--late-show--with-stephen-colbert part 1-b982e3a2-374c-44b4-a20c-325c3ec95ef6.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b982e3a2-374c-44b4-a20c-325c3ec95ef6
jon,thedailyshow skeet-fighter part 1-174c6175-d1e4-41d6-93eb-3e0d231099ae.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:174c6175-d1e4-41d6-93eb-3e0d231099ae
jon,thedailyshow denunciation-proclamation part 1-81a1f0c6-36dd-4106-947e-d8aed065db25.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:81a1f0c6-36dd-4106-947e-d8aed065db25
jon,thedailyshow a-good-little-city part 1-ac67272c-c31e-48ff-a7ce-cbeeb76f3e4b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ac67272c-c31e-48ff-a7ce-cbeeb76f3e4b
jon,thedailyshow the-ncaa-s-perfectly-fair-rules part 1-22e60f6e-7390-423a-9053-06f02953d909.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:22e60f6e-7390-423a-9053-06f02953d909
jon,thedailyshow the-more-you-molpus part 1-5aac5873-5913-40d6-abca-594fdc72df0b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5aac5873-5913-40d6-abca-594fdc72df0b
jon,thedailyshow april-13--2015---adam-horovitz part 1-5d3a1314-35d8-4010-8c6d-dfae4287164f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5d3a1314-35d8-4010-8c6d-dfae4287164f
jon,thedailyshow healthcare-bill---ted-s-excellent-adventure part 1-39f1f2ef-41ae-41d2-b39d-0392cbecb1d0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:39f1f2ef-41ae-41d2-b39d-0392cbecb1d0
jon,thedailyshow gone-with-the-wmd part 1-6aadf54c-2814-4f76-aeef-78fd6058f779.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6aadf54c-2814-4f76-aeef-78fd6058f779
jon,thedailyshow adventures-in-previously-routine-military-bookkeeping---bassist-s-instinct part 1-3ed22544-b2bc-4db3-b88a-eef630ecb181.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3ed22544-b2bc-4db3-b88a-eef630ecb181
jon,thedailyshow speech-therapy part 1-2635fb64-ed01-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2635fb64-ed01-11e0-aca6-0026b9414f30
jon,thedailyshow indecision-2013---hey-i-m-votin--here-edition---cats---cats part 1-0c2643fe-ae67-4e8d-a5cd-965ad5c112d9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0c2643fe-ae67-4e8d-a5cd-965ad5c112d9
jon,thedailyshow labor-fray part 1-d4d28117-a155-4bf4-b403-72d1f5aa2b9a.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d4d28117-a155-4bf4-b403-72d1f5aa2b9a
jon,thedailyshow on-her-majesty-s-secret-server part 1-736e9fba-7e89-49b8-8c0a-2cf38f5f88ac.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:736e9fba-7e89-49b8-8c0a-2cf38f5f88ac
jon,thedailyshow gaywatch---bed-and-breakfast-discrimination---catholic-rebranding part 1-7378e6bc-3783-4c03-b596-2d34068be685.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:7378e6bc-3783-4c03-b596-2d34068be685
jon,thedailyshow fed-med-redemption part 1-6eba31a6-a53b-48cc-9548-bdf14b16a0f9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:6eba31a6-a53b-48cc-9548-bdf14b16a0f9
jon,thedailyshow groundhog-deja-clusterf--k part 1-24aece76-2e66-454b-a650-ef1e02beacb6.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:24aece76-2e66-454b-a650-ef1e02beacb6
jon,thedailyshow a-bureaucracy-of-dunces part 1-79c8776d-a418-4e1e-ba3b-d80c3a3e3cef.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:79c8776d-a418-4e1e-ba3b-d80c3a3e3cef
jon,thedailyshow ignoring-private-ryan part 1-f681ba0a-f8f3-4720-b5e1-e6cf293cf66b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f681ba0a-f8f3-4720-b5e1-e6cf293cf66b
jon,thedailyshow horse-d-oeuvre part 1-bcbbe83f-1d15-4bf4-beab-f855471a8959.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:bcbbe83f-1d15-4bf4-beab-f855471a8959
jon,thedailyshow wacko---cash part 1-dac573d1-41d1-457b-a714-2bfa4d66595e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:dac573d1-41d1-457b-a714-2bfa4d66595e
jon,thedailyshow june-16--2015---aziz-ansari part 1-782bdbcc-95df-4bc6-8753-7f6a9b644c51.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:782bdbcc-95df-4bc6-8753-7f6a9b644c51
jon,thedailyshow democalypse-2014---subcontinental-edition part 1-89fd5bf5-3b65-4695-8c49-512128034942.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:89fd5bf5-3b65-4695-8c49-512128034942
jon,thedailyshow meh-culpa--time-magazine part 1-fa144550-fd30-4c1f-865b-0f0c9af77cd1.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fa144550-fd30-4c1f-865b-0f0c9af77cd1
jon,thedailyshow bye-bye-wordie---reservoir-hogs part 1-d8ddcc69-8b7f-4745-9a70-d60efd635c32.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d8ddcc69-8b7f-4745-9a70-d60efd635c32
jon,thedailyshow ass-effect part 1-88bd1ea6-1903-4eeb-b278-2f67d6682707.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:88bd1ea6-1903-4eeb-b278-2f67d6682707
jon,The Daily Show - Majority Retort-IKvZg2WZTDQ.mp4,http://www.youtube.com/watch?v=IKvZg2WZTDQ
jon,thedailyshow grand-theft-semi-auto part 1-fa88a119-984b-4b40-9dca-9feed425b152.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fa88a119-984b-4b40-9dca-9feed425b152
jon,thedailyshow wrongnado---cnn part 1-0736af0a-06af-4a82-a3c3-2956e86843c6.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0736af0a-06af-4a82-a3c3-2956e86843c6
jon,thedailyshow hebrew-international part 1-0c5f4a72-2c11-47e0-99eb-3664c059bcdd.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0c5f4a72-2c11-47e0-99eb-3664c059bcdd
jon,thedailyshow grazed-and-confused part 1-ebed38f3-0c60-41f0-bd01-1bca254e6ddc.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ebed38f3-0c60-41f0-bd01-1bca254e6ddc
jon,thedailyshow women-s-war-daily part 1-71a51d56-b04e-475a-a871-ea94a24a86be.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:71a51d56-b04e-475a-a871-ea94a24a86be
jon,thedailyshow mountain-few part 1-a51050f8-1aa5-4a56-9167-4f0a8f14f1dd.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a51050f8-1aa5-4a56-9167-4f0a8f14f1dd
jon,thedailyshow wait-wait----don-t-tell-him- part 1-39a96e12-4063-4015-bca8-7ac589fcd16f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:39a96e12-4063-4015-bca8-7ac589fcd16f
jon,thedailyshow india-jones-and-the-election-of-doom---media-bias part 1-51f2f191-4b6e-48a5-a3a5-cb90cd333f66.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:51f2f191-4b6e-48a5-a3a5-cb90cd333f66
jon,thedailyshow april-20--2015---gayle-tzemach-lemmon part 2-0183c1a9-0cb3-466c-b0e4-e577be332274.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0183c1a9-0cb3-466c-b0e4-e577be332274
jon,thedailyshow june-16--2015---aziz-ansari part 2-aeceef60-2ddd-4e78-b823-bcfb5d26ea35.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:aeceef60-2ddd-4e78-b823-bcfb5d26ea35
jon,thedailyshow april-14--2015---fareed-zakaria part 2-e375a334-33a3-4e52-b2f3-10a28532b3b7.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e375a334-33a3-4e52-b2f3-10a28532b3b7
jon,thedailyshow -rosewater----john-oliver-s-return part 1-d0df7009-8c77-43f8-b84d-c5ea13ab3268.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d0df7009-8c77-43f8-b84d-c5ea13ab3268
jon,thedailyshow the-wrongest-yard---t-d-s-o-s- part 1-60723ba5-ed87-499f-8eb5-690028e84688.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:60723ba5-ed87-499f-8eb5-690028e84688
jon,thedailyshow coal-miner-s-water---a-terrorist-plot- part 1-3665d9a4-4f03-45ea-9961-a80faa103eaa.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3665d9a4-4f03-45ea-9961-a80faa103eaa
jon,thedailyshow mess-o-slightly-to-the-left-o-potamia---egyptian-protests part 1-36e0dbaa-ed01-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:36e0dbaa-ed01-11e0-aca6-0026b9414f30
jon,thedailyshow a-million-ways-to-die-in-the-u-s- part 1-cd149e92-b3b7-405e-8b68-cc5df062dd97.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:cd149e92-b3b7-405e-8b68-cc5df062dd97
jon,thedailyshow middle-eastern-promises part 1-200744fa-d96d-4369-bc36-31c41cc35e0c.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:200744fa-d96d-4369-bc36-31c41cc35e0c
jon,thedailyshow watchman---surveillance-state-history part 1-0873d9f7-e008-4dc7-858a-014ffe4d9dd8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:0873d9f7-e008-4dc7-858a-014ffe4d9dd8
jon,thedailyshow democalypse-2014---the-last-perspiration-of-crist part 1-bdc2591a-0257-49f3-86ed-ac577f3895cf.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:bdc2591a-0257-49f3-86ed-ac577f3895cf
jon,thedailyshow the-special-network part 1-ffe0fe1e-ed52-40a2-99dd-2b93d8bbf763.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ffe0fe1e-ed52-40a2-99dd-2b93d8bbf763
jon,thedailyshow lost-in-race part 1-baeee0cc-042a-4476-b8fe-e535d6bfdf5d.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:baeee0cc-042a-4476-b8fe-e535d6bfdf5d
jon,thedailyshow the-silence-of-the-film part 1-d8dc74c7-4f0d-4148-9588-ee2293110fb2.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:d8dc74c7-4f0d-4148-9588-ee2293110fb2
jon,thedailyshow swing-of-the-hill part 1-87a708d5-13cb-428a-a5c7-d45455c3574b.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:87a708d5-13cb-428a-a5c7-d45455c3574b
jon,thedailyshow fifty-shades-of-graham part 1-a6825f90-3d1d-445a-abe8-c7b6925d1553.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a6825f90-3d1d-445a-abe8-c7b6925d1553
jon,thedailyshow diaper-hard part 1-af3b97c9-85da-4ef7-81df-4f5ae49145fb.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:af3b97c9-85da-4ef7-81df-4f5ae49145fb
jon,thedailyshow the-empire-cuts-back part 1-e5f880d4-7f58-40be-8ac8-0706db5b77ed.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e5f880d4-7f58-40be-8ac8-0706db5b77ed
jon,thedailyshow everybody-hates-u-s- part 1-67ef7917-c817-4cb2-b551-0a17ba5221b8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:67ef7917-c817-4cb2-b551-0a17ba5221b8
jon,thedailyshow sir-archibald-mapsalot-iii part 1-4514eb0f-175c-4dd7-93c5-e19cee548eff.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:4514eb0f-175c-4dd7-93c5-e19cee548eff
jon,thedailyshow florida-haters part 1-24c12cdd-c38b-4f8e-b0a8-0ceb96dbc23d.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:24c12cdd-c38b-4f8e-b0a8-0ceb96dbc23d
jon,thedailyshow subway--kraft-singles---hot-pockets part 1-f3be2a42-4013-415a-bcb2-31f035c071ee.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f3be2a42-4013-415a-bcb2-31f035c071ee
jon,thedailyshow a-roc-nation-in-crisis--trouble-in-beyadise part 1-14282181-9c18-4f4b-9da5-8b21f12441c1.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:14282181-9c18-4f4b-9da5-8b21f12441c1
jon,thedailyshow rand-paul-ends-epic-filibuster part 1-4fd33f6e-35cd-4c1f-8662-97f44515b837.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:4fd33f6e-35cd-4c1f-8662-97f44515b837
jon,thedailyshow world-s-greatest-father part 1-a9abfb0a-09c0-48eb-a288-f7ace07e25a3.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a9abfb0a-09c0-48eb-a288-f7ace07e25a3
jon,thedailyshow rob-ford--behind-the-music part 1-a9b6d321-50f8-4a22-92d7-d124c98f9cbe.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a9b6d321-50f8-4a22-92d7-d124c98f9cbe
jon,thedailyshow rand-paul-s-filibuster part 1-304c2898-c9d0-4cec-a0b1-030ea059e768.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:304c2898-c9d0-4cec-a0b1-030ea059e768
jon,thedailyshow sports-disparity---a-hero-s-salute part 1-5a9fed6a-6eb4-4e29-ab43-c248f701ec78.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:5a9fed6a-6eb4-4e29-ab43-c248f701ec78
jon,thedailyshow the-dumb-poisoner-s-handbook part 1-853fb46d-a69a-487e-afc8-e4d28720a50f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:853fb46d-a69a-487e-afc8-e4d28720a50f
jon,thedailyshow she-got-blame---grandstandy-type-congress-people part 1-9f1fc1b1-e10e-4296-9c66-31a74f899f28.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:9f1fc1b1-e10e-4296-9c66-31a74f899f28
jon,thedailyshow no-men-for-old-country part 1-1ff81007-9a13-4edc-9a3c-b45f48424931.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:1ff81007-9a13-4edc-9a3c-b45f48424931
jon,thedailyshow the-german-love-boat---halal-in-the-family part 1-fe6d60d3-7762-4102-b204-7913c8a0a87c.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:fe6d60d3-7762-4102-b204-7913c8a0a87c
jon,thedailyshow moment-of-zen---shutdown---what-s-up part 1-50968023-c74a-4b85-ab73-cdd7ac3a4496.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:50968023-c74a-4b85-ab73-cdd7ac3a4496
jon,thedailyshow apocalypse-cow part 1-91990852-ced4-4508-8e48-95bf2fcaf209.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:91990852-ced4-4508-8e48-95bf2fcaf209
jon,thedailyshow sean-of-the-fled---stay-mr--hannity--stay part 1-dd0241a4-24c1-46ba-87e0-312368503880.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:dd0241a4-24c1-46ba-87e0-312368503880
jon,thedailyshow june-15--2015---judd-apatow part 1-c7e43932-0dc4-4a50-95a1-9a852e01295a.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:c7e43932-0dc4-4a50-95a1-9a852e01295a
jon,thedailyshow democalypse-2016---fox-news-correspondent-auditions part 1-a7744ce8-ac81-4700-b876-660b357cd314.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a7744ce8-ac81-4700-b876-660b357cd314
jon,thedailyshow uh-o part 1-e59f925c-403d-4579-9463-31c6c92a6919.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e59f925c-403d-4579-9463-31c6c92a6919
jon,thedailyshow burner---pooch part 1-04660721-6943-4c24-a2e6-108fdce5e29e.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:04660721-6943-4c24-a2e6-108fdce5e29e
jon,thedailyshow fox-news-fear-imbalance part 1-16f996f6-ed01-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:16f996f6-ed01-11e0-aca6-0026b9414f30
jon,thedailyshow taking-the-la-clippers-for-a-spin part 1-f81e069d-6e7a-4ed6-860d-bb7692ce86ba.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:f81e069d-6e7a-4ed6-860d-bb7692ce86ba
jon,thedailyshow assume-the-physician part 1-ec6373c0-d825-4164-b74f-6788cc7d81db.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ec6373c0-d825-4164-b74f-6788cc7d81db
jon,thedailyshow breaking-up-bad---mo-mullah--mo-problems part 1-ae9c4f1c-107d-4df4-9173-12c063bad8cb.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ae9c4f1c-107d-4df4-9173-12c063bad8cb
jon,thedailyshow dude--where-s-my-war- part 1-324ac029-da80-4e77-8d70-7113f9b890cc.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:324ac029-da80-4e77-8d70-7113f9b890cc
jon,thedailyshow gaywatch---unprecedented-penetration-edition part 1-ae2dfea8-4935-43dd-9071-bf224d8e10c8.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ae2dfea8-4935-43dd-9071-bf224d8e10c8
jon,thedailyshow moment-of-zen---silly-civil-rights part 1-34e139a7-b687-408e-9a25-5acc38630bf3.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:34e139a7-b687-408e-9a25-5acc38630bf3
jon,thedailyshow april-30--2015---kristen-wiig part 2-e4203ab0-1d46-4719-999a-f3b585831d02.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e4203ab0-1d46-4719-999a-f3b585831d02
jon,thedailyshow tax-men---apple part 1-ce2250e6-7418-47e4-9739-65b53ef3998f.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ce2250e6-7418-47e4-9739-65b53ef3998f
jon,thedailyshow parks-and-recognition part 1-cdceec94-84da-4e75-9080-02359f04421a.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:cdceec94-84da-4e75-9080-02359f04421a
jon,thedailyshow may-14--2015---rebel-wilson part 4-ba502d64-ac41-4012-911c-4db9e6c79969.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:ba502d64-ac41-4012-911c-4db9e6c79969
jon,thedailyshow cracked part 1-b4a661e6-7da3-4c17-b999-3b0648b9590a.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:b4a661e6-7da3-4c17-b999-3b0648b9590a
jon,thedailyshow democalypse-2014---gone-gay part 1-94bb1fa1-ef9b-4fec-94fe-368ccb82ea08.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:94bb1fa1-ef9b-4fec-94fe-368ccb82ea08
jon,thedailyshow white-santa---megyn-kelly-s-apology part 1-69a10d16-0079-4335-9c33-c15da6b49709.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:69a10d16-0079-4335-9c33-c15da6b49709
jon,thedailyshow the-situation-room part 1-e6a57baa-ed00-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:e6a57baa-ed00-11e0-aca6-0026b9414f30
jon,thedailyshow the-socialist-network part 1-354fccce-ed01-11e0-aca6-0026b9414f30.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:354fccce-ed01-11e0-aca6-0026b9414f30
jon,thedailyshow who-froze-jade-rabbit- part 1-2ecff8cb-6d14-429f-b77f-09e71625cdd0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:2ecff8cb-6d14-429f-b77f-09e71625cdd0
jon,thedailyshow america-s-got-coverage part 1-a3851716-6fa7-4c7e-9ea5-5e5114354cff.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:a3851716-6fa7-4c7e-9ea5-5e5114354cff
jon,thedailyshow olympics-has-fallen---mercury-rising part 1-3dd2cc12-eeb8-4eee-a945-67f700cf6bb0.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:3dd2cc12-eeb8-4eee-a945-67f700cf6bb0
jon,thedailyshow rob-corddry part 1-27b9d7e3-f867-4ce7-869d-c5136ec44dd9.mp4,http://media.mtvnservices.com/embed/mgid:arc:video:comedycentral.com:27b9d7e3-f867-4ce7-869d-c5136ec44dd9
