,Unnamed: 0.1,speaker,video_fn,interval_id,dataset,start_time,end_time,split_index,notexist
46196,59148,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216045,train,0:18:44,0:18:49,174,0
46197,59149,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216114,train,0:02:58,0:03:06,174,0
46198,59150,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216115,train,0:03:06,0:03:11,174,0
46199,59151,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216116,train,0:03:11,0:03:21,174,0
46200,59152,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216116,train,0:03:21,0:03:24,174,0
46201,59153,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216220,train,0:20:30,0:20:40,174,0
46202,59154,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216220,train,0:20:40,0:20:50,174,0
46203,59155,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216220,train,0:20:50,0:21:00,174,0
46204,59156,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216220,train,0:21:00,0:21:09,175,0
46205,59157,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216380,train,0:05:16,0:05:26,175,0
46206,59158,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216380,train,0:05:26,0:05:36,175,0
46207,59159,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216380,train,0:05:36,0:05:46,175,0
46208,59160,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216380,train,0:05:46,0:05:56,175,0
46209,59161,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216380,train,0:05:56,0:05:58,175,0
46210,59162,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216387,train,0:06:00,0:06:10,175,0
46211,59163,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216387,train,0:06:10,0:06:20,175,0
46212,59164,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216387,train,0:06:20,0:06:22,175,0
46213,59165,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216388,train,0:06:22,0:06:27,175,0
46214,59166,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216447,train,0:06:42,0:06:52,175,0
46215,59167,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216447,train,0:06:52,0:07:01,175,0
46216,59168,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216491,train,0:11:19,0:11:29,175,0
46217,59169,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216491,train,0:11:29,0:11:39,175,0
46218,59170,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216491,train,0:11:39,0:11:49,175,0
46219,59171,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216491,train,0:11:49,0:11:59,175,0
46220,59172,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216492,train,0:11:59,0:12:09,175,0
46221,59173,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216493,train,0:12:09,0:12:19,175,0
46222,59174,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216493,train,0:12:19,0:12:29,175,0
46223,59175,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216493,train,0:12:29,0:12:39,175,0
46224,59176,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216493,train,0:12:39,0:12:49,175,0
46225,59177,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216508,train,0:00:35,0:00:43,175,0
46226,59178,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216509,train,0:00:43,0:00:53,175,0
46227,59179,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216509,train,0:00:53,0:00:56,175,0
46228,59180,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216784,train,0:00:05,0:00:15,175,0
46229,59181,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216784,train,0:00:15,0:00:22,175,0
46230,59182,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216858,train,0:01:09,0:01:19,175,0
46231,59183,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216858,train,0:01:19,0:01:20,175,0
46232,59184,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216859,train,0:01:20,0:01:30,175,0
46233,59185,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216861,train,0:07:27,0:07:37,175,0
46234,59186,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216861,train,0:07:37,0:07:47,175,0
46235,59187,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216861,train,0:07:47,0:07:57,175,0
46236,59188,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,216861,train,0:07:57,0:08:01,175,0
46237,59189,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,217050,train,0:10:33,0:10:43,175,0
46238,59190,oliver,Coal_-_Last_Week_Tonight_with_John_Oliver_HBO-aw6RsUhw1Q8.mp4,217050,train,0:10:43,0:10:53,175,0
46239,59191,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:10:17,0:10:27,175,0
46240,59192,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:10:27,0:10:37,175,0
46241,59193,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:10:37,0:10:47,175,0
46242,59194,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:10:47,0:10:57,175,0
46243,59195,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:10:57,0:11:07,175,0
46244,59196,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214236,train,0:11:07,0:11:13,175,0
46245,59197,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214238,train,0:11:14,0:11:16,175,0
46246,59198,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214239,train,0:11:16,0:11:26,175,0
46247,59199,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214239,train,0:11:26,0:11:28,175,0
46248,59200,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214595,train,0:00:05,0:00:08,175,0
46249,59201,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214596,train,0:00:08,0:00:18,175,0
46250,59202,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214596,train,0:00:18,0:00:19,175,0
46251,59203,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214597,train,0:00:19,0:00:20,175,0
46252,59204,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214598,train,0:00:21,0:00:31,175,0
46253,59205,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214598,train,0:00:31,0:00:40,175,0
46254,59206,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214599,train,0:00:40,0:00:50,175,0
46255,59207,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,214599,train,0:00:50,0:00:58,175,0
46256,59208,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215199,train,0:02:39,0:02:49,175,0
46257,59209,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215199,train,0:02:49,0:02:55,175,0
46258,59210,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215200,train,0:02:55,0:03:05,175,0
46259,59211,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215200,train,0:03:05,0:03:15,175,0
46260,59212,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215201,train,0:03:16,0:03:26,175,0
46261,59213,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215201,train,0:03:26,0:03:36,175,0
46262,59214,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215201,train,0:03:36,0:03:38,175,0
46263,59215,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:03:38,0:03:48,175,0
46264,59216,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:03:48,0:03:58,175,0
46265,59217,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:03:58,0:04:08,175,0
46266,59218,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:04:08,0:04:18,175,0
46267,59219,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:04:18,0:04:28,175,0
46268,59220,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215202,train,0:04:28,0:04:32,175,0
46269,59221,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215316,train,0:11:46,0:11:56,175,0
46270,59222,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215316,train,0:11:56,0:12:06,175,0
46271,59223,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215316,train,0:12:06,0:12:16,175,0
46272,59224,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215316,train,0:12:16,0:12:26,175,0
46273,59225,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215317,train,0:12:26,0:12:36,175,0
46274,59226,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215317,train,0:12:36,0:12:46,175,0
46275,59227,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215317,train,0:12:46,0:12:56,175,0
46276,59228,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215318,train,0:12:56,0:13:06,175,0
46277,59229,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215318,train,0:13:06,0:13:16,175,0
46278,59230,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215318,train,0:13:16,0:13:26,175,0
46279,59231,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215318,train,0:13:26,0:13:27,175,0
46280,59232,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215319,train,0:13:27,0:13:34,175,0
46281,59233,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215320,train,0:13:34,0:13:36,175,0
46282,59234,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215326,train,0:13:39,0:13:49,175,0
46283,59235,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215326,train,0:13:49,0:13:52,175,0
46284,59236,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215327,train,0:13:52,0:14:01,175,0
46285,59237,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215328,train,0:14:01,0:14:11,175,0
46286,59238,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215328,train,0:14:11,0:14:21,175,0
46287,59239,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,215328,train,0:14:21,0:14:30,175,0
46288,59240,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216457,train,0:04:50,0:05:00,175,0
46289,59241,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216457,train,0:05:00,0:05:02,175,0
46290,59242,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:02,0:05:12,175,0
46291,59243,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:12,0:05:22,175,0
46292,59244,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:22,0:05:32,175,0
46293,59245,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:32,0:05:42,175,0
46294,59246,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:42,0:05:52,175,0
46295,59247,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216458,train,0:05:52,0:05:55,175,0
46296,59248,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216514,train,0:06:26,0:06:36,175,0
46297,59249,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216514,train,0:06:36,0:06:37,175,0
46298,59250,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216516,train,0:06:37,0:06:47,175,0
46299,59251,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216516,train,0:06:47,0:06:57,175,0
46300,59252,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216516,train,0:06:57,0:07:05,175,0
46301,59253,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216517,train,0:07:06,0:07:16,175,0
46302,59254,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216517,train,0:07:16,0:07:24,175,0
46303,59255,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216543,train,0:02:25,0:02:35,175,0
46304,59256,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216543,train,0:02:35,0:02:36,175,0
46305,59257,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216618,train,0:08:36,0:08:42,175,0
46306,59258,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216625,train,0:07:49,0:07:59,175,0
46307,59259,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216625,train,0:07:59,0:08:09,175,0
46308,59260,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216625,train,0:08:09,0:08:10,175,0
46309,59261,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216662,train,0:08:45,0:08:55,175,0
46310,59262,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216663,train,0:08:55,0:09:05,175,0
46311,59263,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216663,train,0:09:05,0:09:09,175,0
46312,59264,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216811,train,0:09:24,0:09:26,175,0
46313,59265,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216812,train,0:09:27,0:09:35,175,0
46314,59266,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216813,train,0:09:35,0:09:45,175,0
46315,59267,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,216813,train,0:09:45,0:09:48,175,0
46316,59268,oliver,Congressional_Fundraising_-_Last_Week_Tonight_with_John_Oliver_HBO-Ylomy1Aw9Hk.mkv,217022,train,0:01:24,0:01:34,175,0
46317,59269,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214296,train,0:05:32,0:05:33,175,0
46318,59270,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214300,train,0:05:34,0:05:36,175,0
46319,59271,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214303,train,0:05:36,0:05:38,175,0
46320,59272,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214305,train,0:05:38,0:05:43,175,0
46321,59273,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214306,train,0:05:43,0:05:47,175,0
46322,59274,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214307,train,0:05:48,0:05:58,175,0
46323,59275,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214307,train,0:05:58,0:06:08,175,0
46324,59276,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214307,train,0:06:08,0:06:09,175,0
46325,59277,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214321,train,0:15:26,0:15:36,175,0
46326,59278,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214321,train,0:15:36,0:15:43,175,0
46327,59279,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214326,train,0:15:44,0:15:51,175,0
46328,59280,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214544,train,0:10:45,0:10:55,175,0
46329,59281,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214544,train,0:10:55,0:10:56,175,0
46330,59282,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214545,train,0:10:58,0:11:08,175,0
46331,59283,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214545,train,0:11:08,0:11:18,175,0
46332,59284,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214545,train,0:11:18,0:11:28,175,0
46333,59285,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214545,train,0:11:28,0:11:38,175,0
46334,59286,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214545,train,0:11:38,0:11:43,175,0
46335,59287,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214546,train,0:11:43,0:11:53,175,0
46336,59288,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214546,train,0:11:53,0:11:58,175,0
46337,59289,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214548,train,0:11:59,0:12:05,175,0
46338,59290,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214558,train,0:12:08,0:12:18,175,0
46339,59291,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214558,train,0:12:18,0:12:24,175,0
46340,59292,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214567,train,0:12:28,0:12:38,175,0
46341,59293,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214567,train,0:12:38,0:12:43,175,0
46342,59294,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214568,train,0:12:43,0:12:53,175,0
46343,59295,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214568,train,0:12:53,0:12:56,175,0
46344,59296,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214585,train,0:00:29,0:00:33,175,0
46345,59297,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214586,train,0:00:33,0:00:35,175,0
46346,59298,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214612,train,0:13:10,0:13:20,175,0
46347,59299,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214618,train,0:13:23,0:13:24,175,0
46348,59300,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214623,train,0:13:28,0:13:38,175,0
46349,59301,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214623,train,0:13:38,0:13:48,175,0
46350,59302,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214623,train,0:13:48,0:13:54,175,0
46351,59303,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214795,train,0:00:06,0:00:16,175,0
46352,59304,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,214795,train,0:00:16,0:00:20,175,0
46353,59305,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215052,train,0:02:58,0:03:02,175,0
46354,59306,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215053,train,0:03:02,0:03:11,175,0
46355,59307,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215054,train,0:03:11,0:03:21,175,0
46356,59308,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215054,train,0:03:21,0:03:25,175,0
46357,59309,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215055,train,0:03:25,0:03:35,175,0
46358,59310,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215055,train,0:03:35,0:03:40,175,0
46359,59311,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215056,train,0:03:40,0:03:45,175,0
46360,59312,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215057,train,0:03:45,0:03:55,175,0
46361,59313,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215057,train,0:03:55,0:04:05,175,0
46362,59314,oliver,Corporate_Taxes_-_Last_Week_Tonight_with_John_Oliver_HBO-RKjk0ECXjiQ.mp4,215058,train,0:09:03,0:09:09,175,0
